@relation train_forest

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric

@data
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.947097,0.522054,0.762636,0.254902,0.604502,0.2,0.3,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.947097,0.522054,0.762636,0.254902,0.543408,0.447059,0.255556,0,0.004034
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.947097,0.522054,0.762636,0.254902,0.630225,0.482353,0.3,0,0.000477
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.947097,0.522054,0.762636,0.254902,0.575563,0.505882,0.455556,0,0.008498
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.947097,0.522054,0.762636,0.254902,0.578778,0.376471,0.4,0,0.002833
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.847742,0.089938,0.405301,0.121212,0.083601,0.494118,0.9,0,0.008232
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.842581,0.092006,0.406591,0.094474,0.093248,0.541176,0.844444,0,0.010258
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.850323,0.087181,0.403542,0.035651,0.093248,0.541176,0.5,0,0.004932
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.860645,0.083735,0.400844,0.046346,0.07717,0.070588,0.9,0,0.016364
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.860645,0.083735,0.400844,0.046346,0.07717,0.070588,0.9,0,0.009836
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.860645,0.083735,0.400844,0.046346,0.07717,0.070588,0.9,0,0.020195
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.860645,0.083735,0.400844,0.046346,0.07717,0.070588,0.9,0,0.008956
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.851613,0.088215,0.404245,0.073084,0,0.517647,0.5,0,0.008498
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.860645,0.083735,0.400844,0.046346,0.093248,0.105882,0.9,0,0.022707
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.854194,0.090972,0.405301,0.060606,0.064309,0.423529,0.4,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.88,0.018952,0.012666,0.057041,0.212219,0.235294,0.3,0,0.001008
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.858065,0.013094,0.009265,0.112299,0.170418,0.364706,0.844444,0,0.022221
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.970323,0.580979,0.473672,0.219251,0.681672,0.294118,0.655556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.935484,0.627154,0.504046,0.222816,0.334405,0.882353,0.8,0.03125,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.940645,0.355272,0.547672,0.160428,0.639871,0.4,0.255556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.940645,0.355272,0.547672,0.160428,0.707395,0.2,0.155556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.940645,0.355272,0.547672,0.160428,0.710611,0.176471,0.155556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.940645,0.355272,0.547672,0.160428,0.530547,0.447059,0.155556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.940645,0.355272,0.547672,0.160428,0.742765,0.282353,0.055556,0,0.007334
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.940645,0.341489,0.537586,0.112299,0.665595,0.294118,0.1,0,0.00242
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.96,0.61785,0.495954,0.196078,0.794212,0.152941,0.555556,0,0.079251
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.949677,0.302205,0.507799,0.151515,0.4791,0.611765,0.355556,0,0.006023
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.96,0.61785,0.495954,0.196078,0.643087,0.388235,0.1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.925161,0.304618,0.33177,0.114082,0.389068,0.364706,0.155556,0,0.000825
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.925161,0.304618,0.33177,0.114082,0.424437,0.352941,0.2,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.935484,0.505513,0.433095,0.226381,0.559486,0.329412,0.5,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.447742,0.240868,0.264923,0.00713,0.270096,0.882353,0.255556,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.925161,0.317712,0.340331,0.13369,0.594855,0.117647,0.5,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.925161,0.317712,0.340331,0.13369,0.543408,0.282353,0.555556,0,0.003227
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.934194,0.320469,0.26293,0.12656,0.546624,0.270588,0.455556,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.934194,0.320469,0.26293,0.12656,0.546624,0.270588,0.455556,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.856774,0.092695,0.124194,0.062389,0.292605,0.929412,0.5,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.914839,0.28601,0.828427,0.101604,0.540193,0.435294,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.914839,0.28601,0.828427,0.101604,0.4791,0.447059,0.555556,0,0.000376
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.914839,0.28601,0.828427,0.101604,0.694534,0.235294,0.355556,0,0.004749
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.950968,0.360786,0.879794,0.176471,0.44373,0.352941,0.155556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.950968,0.360786,0.879794,0.176471,0.729904,0.141176,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.950968,0.360786,0.879794,0.176471,0.742765,0.141176,0.255556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.950968,0.360786,0.879794,0.176471,0.726688,0.152941,0.155556,0,0.0131
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.409032,0.15541,0.819397,0.00713,0.321543,0.741176,0.655556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.953548,0.393866,0.902076,0.156863,0.710611,0.141176,0.5,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.953548,0.393866,0.902076,0.156863,0.562701,0.305882,0.155556,0,0.001448
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.935484,0.460372,0.949455,0.128342,0.524116,0.176471,0.255556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.950968,0.327705,0.857863,0.153298,0.527331,0.105882,0.6,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.950968,0.327705,0.857863,0.153298,0.546624,0.105882,0.5,0,0.003465
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.956129,0.406272,0.909581,0.13369,0.623794,0.141176,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.956129,0.406272,0.909581,0.13369,0.623794,0.152941,0.655556,0,0.004043
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.956129,0.406272,0.909581,0.13369,0.536977,0.223529,0.755556,0,0.031499
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.956129,0.406272,0.909581,0.13369,0.469453,0.152941,0.4,0,0.00661
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.956129,0.406272,0.909581,0.13369,0.469453,0.152941,0.4,0,0.000926
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.929032,0.467953,0.95567,0.121212,0.344051,0.282353,0.255556,0,0.001998
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.895484,0.179876,0.843204,0.096257,0.369775,0.482353,0.155556,0,0.004052
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.948387,0.348725,0.872053,0.149733,0.707395,0.141176,0.3,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.948387,0.348725,0.872053,0.149733,0.70418,0.141176,0.3,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.948387,0.348725,0.872053,0.149733,0.610932,0.2,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.948387,0.348725,0.872053,0.149733,0.562701,0.235294,0.155556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.948387,0.348725,0.872053,0.149733,0.684887,0.141176,0.4,0,0.003053
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.948387,0.348725,0.872053,0.149733,0.707395,0.141176,0.3,0,0.006032
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.935484,0.424879,0.92342,0.151515,0.620579,0.152941,0.455556,0,0.014338
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.935484,0.424879,0.92342,0.151515,0.4791,0.305882,0.2,0,0.010286
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.947097,0.298415,0.836402,0.16934,0.511254,0.458824,0.3,0,0.001953
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.940645,0.369745,0.886713,0.110517,0.508039,0.423529,0.555556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.940645,0.369745,0.886713,0.110517,0.244373,0.835294,0.155556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.940645,0.369745,0.886713,0.110517,0.549839,0.341176,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.940645,0.369745,0.886713,0.110517,0.66881,0.223529,0.2,0,0.051373
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.940645,0.369745,0.886713,0.110517,0.659164,0.235294,0.2,0,0.006857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.940645,0.369745,0.886713,0.110517,0.585209,0.305882,0.155556,0,0.001348
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.940645,0.369745,0.886713,0.110517,0.549839,0.341176,0.2,0,0.003603
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.944516,0.381116,0.894101,0.115865,0.434084,0.423529,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939355,0.444521,0.937258,0.13369,0.59164,0.258824,0.155556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939355,0.444521,0.937258,0.13369,0.440514,0.423529,0.455556,0,0.001998
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939355,0.444521,0.937258,0.13369,0.321543,0.6,0.5,0,0.005592
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939355,0.444521,0.937258,0.13369,0.469453,0.329412,0.3,0,0.005345
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939355,0.444521,0.937258,0.13369,0.614148,0.235294,0.2,0,0.025842
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.254019,0.705882,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.488746,0.494118,0.455556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.340836,0.576471,0.355556,0,0.001503
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.254019,0.705882,0.355556,0,0.003401
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.424437,0.447059,0.655556,0,0.006701
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.59164,0.329412,0.355556,0,0.001861
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.565916,0.376471,0.255556,0,0.001577
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.530547,0.411765,0.2,0,0.005473
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.598071,0.235294,0.5,0,0.011972
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947097,0.337354,0.864782,0.171123,0.598071,0.235294,0.5,0,0.001155
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.952258,0.416609,0.916852,0.181818,0.440514,0.470588,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.952258,0.416609,0.916852,0.181818,0.562701,0.282353,0.255556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.952258,0.416609,0.916852,0.181818,0.607717,0.282353,0.2,0,0.007444
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.952258,0.416609,0.916852,0.181818,0.5209,0.317647,0.2,0,0.000999
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.952258,0.416609,0.916852,0.181818,0.485531,0.352941,0.4,0,0.003612
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.896774,0.186423,0.849537,0.206774,0.418006,0.576471,0.3,0,0.000477
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.944516,0.381116,0.894101,0.115865,0.440514,0.447059,0.2,0,0.002686
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.944516,0.381116,0.894101,0.115865,0.607717,0.235294,0.255556,0,0.005179
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.944516,0.381116,0.894101,0.115865,0.559486,0.352941,0.3,0,0.018362
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.934194,0.452102,0.943122,0.222816,0.440514,0.270588,0.555556,0,0.001604
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.934194,0.452102,0.943122,0.222816,0.456592,0.141176,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.935484,0.321158,0.863727,0.149733,0.469453,0.376471,0.5,0,0.011587
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.932903,0.948312,0.958368,0.12656,0.37299,0.729412,0.8,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.932903,0.948312,0.958368,0.12656,0.37299,0.729412,0.8,0,0.010139
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.944516,0.456582,0.601149,0.142602,0.385852,0.505882,0.4,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.945806,0.696416,0.770025,0.144385,0.263666,0.705882,0.055556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.981935,0.762578,0.810015,0.247772,0.581994,0.317647,0.255556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.923871,0.99552,0.993784,0.131907,0.26045,0.741176,0.4,0,0.016776
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.935484,0.321158,0.863727,0.149733,0.424437,0.494118,0.5,0,0.036073
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.947097,0.709511,0.779524,0.146168,0.607717,0.458824,0.2,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.967742,0.792557,0.829366,0.149733,0.633441,0.317647,0.2,0,0.160088
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.931613,0.061337,0.026621,0.142602,0.209003,0.423529,0.6,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.191744,0,0.096463,1,0.055556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.967742,0.345279,0.528791,0.212121,0.549839,0.282353,0.755556,0,0.007086
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.929032,0.665059,0.744811,0.121212,0.450161,0.564706,0.255556,0,0.01497
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.987097,0.746382,0.79993,0.320856,0.836013,0.164706,0.155556,0,0.005372
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.940645,0.852171,0.874751,0.112299,0.588424,0.505882,0.255556,0,0.0393
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.940645,0.939697,0.951331,0.137255,0.614148,0.341176,0.455556,0,0.011166
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.940645,0.620951,0.709628,0.135472,0.601286,0.411765,0.2,0,0.014668
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.926452,0.329428,0.870881,0.203209,0.59164,0.470588,0.555556,0,0.022542
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.931613,0.061337,0.026621,0.142602,0.302251,0.388235,0.555556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.981935,0.778429,0.819514,0.213904,0.678457,0.223529,0.3,0,0.026347
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.981935,0.778429,0.819514,0.213904,0.678457,0.223529,0.3,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.851613,0.028946,0.059106,0.073084,0.170418,0.658824,0.655556,0,0.009131
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.934194,0.31082,0.856339,0.128342,0.594855,0.364706,0.255556,0,0.027667
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.932903,0.948312,0.958368,0.12656,0.633441,0.329412,0.4,0,0.064867
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.963871,0.047898,0.020758,0.203209,0.418006,0.047059,0.8,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.843871,0.012061,0.045503,0.039216,0.099678,0.623529,0.155556,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.855484,0.027223,0.057465,0.062389,0.254019,0.552941,0.155556,0,0.047468
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.926452,0.329428,0.870881,0.203209,0.585209,0.470588,0.5,0,0.003337
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.940645,0.620951,0.709628,0.135472,0.710611,0.211765,0.355556,0,0.003328
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.967742,0.792557,0.829366,0.149733,0.762058,0.2,0.3,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.962581,0.166782,0.339862,0.249554,0.829582,0.223529,0.455556,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.962581,0.166782,0.339862,0.249554,0.829582,0.223529,0.455556,0,0.00748
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.934194,0.300138,0.848833,0.14795,0.662379,0.364706,0.4,0,0.004538
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.981935,0.778429,0.819514,0.213904,0.733119,0.247059,0.4,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.929032,0.665059,0.744811,0.121212,0.614148,0.305882,0.355556,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.892903,0.288422,0.841093,0.065954,0.630225,0.223529,0.2,0,0.005537
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.979355,0.727085,0.789258,0.16934,0.826367,0.141176,0.2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.882581,1,1,0.071301,0.475884,0.611765,0.5,0,0.003621
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.851613,0.024466,0.055236,0.051693,0.385852,0.364706,0.4,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.923871,0.99552,0.993784,0.131907,0.569132,0.341176,0.3,0,0.00715
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.949677,0.327705,0.518705,0.215686,0.681672,0.188235,0.555556,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.843871,0.021365,0.052656,0.048128,0.401929,0.317647,0.255556,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.850323,0.007236,0.041867,0.058824,0.192926,0.447059,1,0,0.004235
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.949677,0.313577,0.509206,0.174688,0.662379,0.141176,0.455556,0,0.001494
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.967742,0.792557,0.829366,0.149733,0.778135,0.211765,0.355556,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.966452,0.80634,0.838748,0.180036,0.70418,0.411765,0.4,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.981935,0.762578,0.810015,0.247772,0.813505,0.141176,0.5,0,0.684133
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.954839,0.561682,0.666002,0.158645,0.77492,0.282353,0.3,0,0.006435
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.963871,0.055824,0.023924,0.176471,0.37299,0.105882,0.6,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.945806,0.696416,0.770025,0.144385,0.729904,0.317647,0.555556,0,0.002237
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.940645,0.620951,0.709628,0.135472,0.726688,0.247059,0.4,0,0.002796
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.941935,0.655755,0.736484,0.139037,0.771704,0.247059,0.455556,0,0.170291
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.987097,0.746382,0.79993,0.320856,0.919614,0.047059,0.455556,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.905806,0.902826,0.924123,0.092692,0.871383,0.141176,0.355556,0,0.005775
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.935484,0.321158,0.863727,0.149733,0.646302,0.388235,0.4,0,0.00066
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.967742,0.792557,0.829366,0.149733,0.794212,0.188235,0.355556,0,0.004547
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.940645,0.852171,0.874751,0.112299,0.585209,0.482353,0.2,0,0
